week_start,spend_search,spend_social,spend_video,spend_tv,spend_affiliate,seasonality_index,economic_index,price_index,promo_events,organic_sessions,conversions,site_visits,revenue,total_spend,market,holiday_flag
2022-06-13,54714.53035684313,39936.927025431076,33357.933627406936,74185.1958094447,13662.384297470391,1.1538405930004285,101.30819982920616,1.001511292885783,0,265304.2549976262,2712,84750,569520,215856.97111659625,US,0
2022-06-20,50301.05947871046,31542.33735599067,33195.5502932691,71559.1259348274,12201.23613563125,1.1349034680636787,101.85968136904442,1.0074235369730553,0,236138.90056254168,2549,79656,535290,198799.30919842888,US,0
2022-06-27,48312.83266094374,33320.67052774734,32413.935954427947,68330.78403458527,12344.09461393433,1.110150197525787,103.6396595400675,1.013123619936936,1,247993.90296667418,2601,81281,546210,194722.31779163863,US,1
2022-07-04,64974.47377373955,34948.45292821432,37793.72130676413,49720.950928901555,14865.015112505322,1.0799999999999998,104.23638532450411,0.9923559907218686,0,233562.94853216253,2623,81969,550830,202302.61405012486,US,0
2022-07-11,51269.6079469645,38125.40192634283,28703.45623189072,78573.22331837087,14674.112297508238,1.0452004932623813,101.68002784567939,0.9892466768420791,1,229538.7816934972,2709,84656,568890,211345.80172107715,US,0
2022-07-18,42488.413304751164,37841.61680963531,30394.41909982594,49447.21255217465,12672.81701427153,1.006769496040835,101.44862339084126,0.9866104359339352,1,229094.1387011971,2549,79656,535290,172844.4787806586,US,0
2022-07-25,40163.329138169465,26215.213028197162,31605.83058806432,59416.30501203786,7306.206492070383,0.9659211267069475,104.63524316933396,0.9898998937616459,0,219673.06087701817,2347,73344,492870,164706.88425853915,US,0
2022-08-01,56297.11622397018,29704.239619800952,26565.01915619045,51523.33424996275,13244.301749645505,0.9239845297070076,104.5520059750841,0.9910362811590078,2,215784.289872785,2593,81031,544530,177334.01099956984,US,0
2022-08-08,38592.24398400447,24368.04827635812,20426.158878377842,57241.65628612831,12928.201013972643,0.882323433573665,103.02461351137497,0.990243385660207,0,198182.57250618114,2326,72688,488460,153556.30843884137,US,0
2022-08-15,48155.23217074447,27630.839613669334,20062.38478534724,69639.7768755002,11811.814536467655,0.8422636577836986,102.98495992471369,0.9950090544354846,0,190118.99150618812,2413,75406,506730,177300.04798172892,US,0
2022-08-22,47892.90447808352,25982.73505887099,22839.296839348215,66088.28751391094,10706.978877319249,0.8050338385511984,102.42202403189938,0.9870198436262901,0,179937.56358075544,2367,73969,497070,173510.2027675329,US,0
2022-08-29,21934.062763555972,17506.2099739382,19013.236668329948,47587.94681635179,9442.22341027924,0.7717223245792442,101.55871390322307,0.9894945143476446,0,159694.23073784157,2046,63938,429660,115483.67963245515,US,0
2022-09-05,44457.37237127591,19506.965442926637,27903.44874640483,53940.312657735194,11553.537804589438,0.7432507409072905,101.93301705390667,0.9789652634784879,0,173031.53947437357,2259,70594,474390,157361.637022932,US,0
2022-09-12,33222.58987341281,17314.559243734126,22389.74247175417,48251.87067448872,8000.472987020016,0.72036247362225,103.40937326243777,0.9833663418391082,1,151293.7367013215,2132,66625,447720,129179.23525040984,US,0
2022-09-19,26727.04846012128,20084.894899393046,21657.122482624207,23900.806934911365,10740.319574153687,0.7036225892472018,102.7958978658157,0.9854168347765555,0,150302.35973571806,2015,62969,423150,103110.19235120359,US,0
2022-09-26,29749.409076011496,25964.66438050405,16364.013513387876,43995.21383165764,7296.772552658768,0.693424687249237,104.41415694597183,0.9738999108489038,1,156429.0672607258,2191,68469,460110,123370.07335421984,US,0
2022-10-03,36765.822498937945,18201.326684739062,24015.929974564657,25447.294793855646,7466.581444234011,0.6900000000000001,100.90069341588715,0.9860192623420526,0,145899.74295591773,2086,65188,438060,111896.95539633131,US,0
2022-10-10,35715.232597817136,14841.951659017905,19657.04871598378,42889.17221935566,7378.01962503542,0.693424687249237,100.22154381825594,0.9895775266112266,2,148511.2142656529,2169,67781,455490,120481.4248172099,US,0
2022-10-17,36539.726175852484,30455.875342981464,16964.053123910144,36371.15558203287,7252.75238477971,0.7036225892472018,103.47627807407915,0.9853579821093019,1,132854.97721519344,2157,67406,452970,127583.56260955668,US,0
2022-10-24,29865.57462638647,13957.505425062003,19062.447050856612,47105.55683899908,7599.590936551793,0.72036247362225,101.0947058790066,0.9859509491964674,0,150711.22616425995,2037,63656,427770,117590.67487785596,US,0
2022-10-31,43990.080402412794,19328.14115048737,35045.74194443592,36424.02656401588,10593.131396697574,0.7432507409072903,101.88854323901458,0.9848165416372598,0,153592.96150017373,2243,70094,471030,145381.12145804954,US,0
2022-11-07,46806.51969263167,19993.975040698686,20806.91041664088,39216.337634780415,12687.603607621939,0.7717223245792437,102.25373111259428,0.9789055714691671,0,164080.54461461984,2232,69750,468720,139511.34639237358,US,1
2022-11-14,50563.039016711875,14833.265002699387,20525.662023810586,40950.25621400801,8144.688383402477,0.8050338385511984,100.18110137378066,0.9852609490275014,0,181665.67302246488,2178,68062,457380,135016.91064063233,US,1
2022-11-21,46931.662762636886,25700.00921940362,31885.349974902965,38132.50524152232,7857.580712081571,0.8422636577836984,99.61038915490977,0.9824298695751552,0,182677.64137667904,2336,73000,490560,150507.10791054735,US,1
2022-11-28,54664.56936188191,28042.552394448976,31034.35146331867,45613.50723168433,13336.409369767665,0.882323433573665,102.12964011226549,0.9860102622261685,0,192665.88856969308,2447,76469,513870,172691.38982110156,US,1
2022-12-05,57961.782629689005,23631.157358590615,35148.68682629538,41971.519639527105,10378.553200847211,0.9239845297070075,97.51023012985958,0.9862719484343293,0,204006.03741323424,2445,76406,513450,169091.69965494933,US,1
2022-12-12,50941.87804541448,25389.841963616782,44855.34705035327,47797.43595020383,12214.221012853664,0.9659211267069472,102.30649968381582,0.9869583219501951,0,221231.55225018042,2460,76875,516600,181198.72402244204,US,1
2022-12-19,54052.48954337583,25394.188813777644,31754.71446889983,59852.45893917314,12431.067949584138,1.0067694960408349,98.55197959157371,0.9802635793507027,0,230860.4191349317,2435,76094,511350,183484.9197148106,US,1
2022-12-26,53953.98293509977,18720.60246948812,37923.99491051794,53930.65474321716,14543.661797036199,1.045200493262381,102.2163593728584,0.9871711212721668,0,233523.940932474,2536,79250,532560,179072.8968553592,US,1
2023-01-02,55424.25861370991,29248.84746399425,33136.80090920072,66888.36540213756,11048.769519027515,1.0800000000000003,101.29313088989798,0.9968953032460471,1,235364.1711330052,2575,80469,540750,195747.04190806995,US,0
2023-01-09,58898.298982978944,22896.15633051948,49247.28541101504,65609.2448510743,15835.636121064537,1.110150197525787,100.9930624007749,0.993540042397218,0,251987.45160976704,2605,81406,547050,212486.6216966523,US,0
2023-01-16,43366.98410712724,24915.05894902438,43324.585446418074,67904.29923062347,15375.88800853532,1.1349034680636785,101.18690877057934,0.9884486978498175,1,247051.2955973784,2581,80656,542010,194886.81574172847,US,0
2023-01-23,53279.6590672798,31904.936214753245,56763.60753617885,53292.77889140146,11562.4079956808,1.1538405930004287,100.47394655021147,0.9867781946368255,0,252241.7674655197,2556,79875,536760,206803.38970529416,US,0
2023-01-30,59182.54871422719,34779.15835516187,46416.10425866029,66336.53333581319,16164.591878620087,1.1669058297699773,98.02951558180285,0.9962817623138026,0,259411.54413104782,2715,84844,570150,222878.93654248264,US,0
2023-02-06,42674.18892932347,26373.550820457436,38723.75895364599,74894.79717865662,15773.006988233552,1.174413348353141,101.11328052905837,0.9922255687784121,0,254101.01440570047,2650,82812,556500,198439.30287031707,US,0
2023-02-13,47125.10255992516,36075.34306188544,30689.1712526306,70796.5341726365,17463.88863112489,1.177022211057153,99.88475103345024,0.9842898227113721,0,249358.97332563187,2627,82094,551670,202150.03967820256,US,0
2023-02-20,66731.8929021505,39048.05047662734,30370.961488667985,73274.14398410448,16479.21204615797,1.17568029260795,100.19422911673303,0.9919482250114687,0,247861.99598998838,2759,86219,579390,225904.26089770827,US,0
2023-02-27,60349.405815399725,31284.125768054077,33721.62098839969,75381.25507290546,14923.735967721977,1.1715408934939504,99.11843175359823,1.0036640176786422,0,255139.5287457496,2643,82594,555030,215660.14361248093,US,0
2023-03-06,63942.96967788271,29949.573328555827,40537.10881186252,50972.910060788585,15738.409376705422,1.1658588996157246,98.73939774115138,0.9877814840139381,0,258457.2360390415,2581,80656,542010,201140.97125579507,US,0
2023-03-13,69112.31319232684,31134.402010957983,30513.972608704782,67205.87048688722,14683.145896485084,1.1598758066703738,100.31351664494004,0.9976401777769928,0,260906.4855659946,2687,83969,564270,212649.70419536188,US,0
2023-03-20,63331.9334083462,28103.150946221285,23574.667612541863,66757.23114538261,13948.017631695839,1.1547044466482848,100.15712079992808,0.9946116129389306,1,247355.11842938617,2591,80969,544110,195715.0007441878,US,0
2023-03-27,60663.589492438165,25843.44275126776,39742.38434483941,60654.9023507848,13476.783313665906,1.1512246219625946,98.92552160537382,0.9991494812546015,0,255335.3813747464,2532,79125,531720,200381.10225299606,US,0
2023-04-03,62845.547867212794,33002.42380271276,39995.40956469859,51712.070198803485,18639.3115561158,1.1500000000000001,96.61063482966233,0.9984841637344221,1,253492.9437270609,2650,82812,556500,206194.76298954344,US,0
2023-04-10,63475.49797217647,33391.934677244004,30774.38242094343,63364.03851892776,14971.58006258887,1.1512246219625946,96.84143501426001,0.9972258287235196,0,249630.02971611437,2651,82844,556710,205977.43365188054,US,0
2023-04-17,62657.06060993359,27634.26173549842,37711.77700984061,61119.97265411003,11421.809277856571,1.1547044466482848,96.56767293861918,0.9897785222357837,0,276407.1171090648,2595,81094,544950,200544.88128723923,US,0
2023-04-24,56859.40553822182,28231.06937470256,41284.95982963972,78192.37623495808,14178.687160113215,1.1598758066703738,99.580316882061,1.0026781410236334,2,249082.17182762333,2784,87000,584640,218746.49813763538,US,0
2023-05-01,66425.0215227851,27341.583563801876,41708.42101520187,73417.58379370086,14701.823169468787,1.1658588996157246,98.5245318617141,1.0049566153223954,0,249581.343188735,2646,82688,555660,223594.4330649585,US,0
2023-05-08,58549.94387865825,27114.41317789649,28041.7740988273,60040.76892793835,11897.971793371396,1.1715408934939502,97.73479920789693,1.0051286877561645,0,259384.19109912854,2472,77250,519120,185644.8718766918,US,0
2023-05-15,66993.89842680228,25941.01694580072,36387.87947185464,55135.07912059283,14359.329447325708,1.1756802926079502,97.28291348953071,1.0014236870428186,0,272653.2476158743,2603,81344,546630,198817.20341237617,US,0
2023-05-22,61304.88650420709,30395.716833060702,32188.736296170195,56854.20277621795,12289.592125227013,1.1770222110571533,96.27630651031782,1.0046241332619321,0,256283.04798664592,2542,79438,533820,193033.13453488293,US,0
2023-05-29,61806.41127419492,41880.32882968849,40851.72285044657,63048.512594367414,9246.891797811055,1.1744133483531407,98.46876489056488,1.0197623621876897,0,270618.11053471826,2619,81844,549990,216833.86734650843,US,0
2023-06-05,59824.7886940579,35673.76512775094,36207.91349633503,57290.423223585,14753.235496793424,1.1669058297699775,95.59231743321872,1.0038065458168766,0,248464.24470753668,2640,82500,554400,203750.1260385223,US,0
2023-06-12,53441.43978750268,37339.9224054869,29212.271595544968,78077.36733302714,15218.23599979878,1.1538405930004287,95.77321728727655,1.0086135384418489,0,251034.7189095404,2570,80312,539700,213289.23712136046,US,0
2023-06-19,57216.026755017665,45105.31360067145,35239.40217731377,51852.701558643326,14968.181223917869,1.1349034680636787,98.20022196222128,1.0047177869605348,0,248676.59235340724,2535,79219,532350,204381.6253155641,US,0
2023-06-26,55256.25627553581,33549.44072376191,36932.960295312536,59296.148700389575,13005.044677489732,1.110150197525787,97.79632393878303,1.0105552836043674,1,242696.0209316332,2611,81594,548310,198039.85067248956,US,1
2023-07-03,44609.863538223384,37852.64730128595,25139.09915865378,59548.315428382026,11673.17730418772,1.08,96.68023876192512,1.013547845146932,0,238786.7684545321,2469,77156,518490,178823.10273073288,US,0
2023-07-10,55033.28152575393,27721.1706071734,25032.274749271615,59826.682477122915,13060.874906349933,1.045200493262381,94.82788824822424,1.018955909910145,0,229844.02582148084,2453,76656,515130,180674.2842656718,US,0
2023-07-17,52080.10139692952,30184.716731216293,27238.29723088296,62084.746618136574,13018.37933284769,1.0067694960408347,94.77094602508721,1.014459047536226,0,220551.6844208828,2469,77156,518490,184606.24131001305,US,0
2023-07-24,48759.43191242328,35436.255942643475,27845.34405304915,65471.49878708422,13597.115758585065,0.9659211267069475,97.8685385924116,1.0137675192273667,0,204742.98888640833,2434,76062,511140,191109.64645378522,US,0
2023-07-31,40721.23328530223,29770.972898082673,25199.624762685613,66452.92455313566,14014.117182361715,0.9239845297070076,97.12839110850251,1.015903892395737,1,208530.5724585087,2448,76500,514080,176158.8726815679,US,0
2023-08-07,25234.52692958308,23087.65152224637,17491.840984033115,65382.64221037941,12359.939840877672,0.8823234335736647,98.75732331616938,1.0171842952550714,0,195528.44812557357,2161,67531,453810,143556.60148711965,US,0
2023-08-14,49967.14907978551,14551.277937844658,17579.448061065967,55986.50474476142,8861.051719296574,0.8422636577836985,95.82661805411783,1.0143389842452315,0,188497.45501585706,2172,67875,456120,146945.43154275414,US,0
2023-08-21,38184.66584468901,22518.669014193794,24161.011949449774,56191.14242382542,9557.213343775491,0.8050338385511985,96.39949068467696,1.0145092489752088,0,188537.13074142527,2151,67219,451710,150612.70257593348,US,0
2023-08-28,22889.471722856957,15591.436523691584,25411.629639706574,43577.00330349183,6219.469556411886,0.7717223245792443,95.11864425885312,1.0207912227162674,1,175389.50371039443,2065,64531,433650,113689.01074615883,US,0
2023-09-04,39899.034740939765,22540.91478253613,17935.486408927278,55520.88051481809,10501.0915250694,0.7432507409072908,98.99491490774987,1.0109622327347192,0,166866.5210416031,2187,68344,459270,146397.40797229068,US,0
2023-09-11,30031.314646864485,20004.55862256635,22581.638102005905,29518.84077344035,9930.917690136308,0.7203624736222504,94.0452888416271,1.013985714135306,2,172072.21910123172,2069,64656,434490,112067.26983501339,US,0
2023-09-18,38238.75651224326,16732.543680445,30775.15363052823,43743.15138658813,11061.042646070096,0.7036225892472017,97.5079002642299,1.009544950900119,0,152331.20382467136,2179,68094,457590,140550.6478558747,US,0
2023-09-25,32622.29597354551,17674.752116813568,19860.792388999445,50233.80805637023,9411.750927947938,0.693424687249237,99.03451486064512,1.0112556674986721,0,140391.6194388924,2181,68156,458010,129803.39946367669,US,0
2023-10-02,40492.80833346943,21480.542420452166,18595.95405723718,26426.293645423524,11730.756555804875,0.6900000000000001,95.25845633052673,1.020944987914888,1,148217.61565849642,2017,63031,423570,118726.35501238717,US,0
2023-10-09,34801.69703560184,18144.620471258622,17376.830226779795,49227.24086002849,6840.004561015521,0.693424687249237,94.5973816765777,1.0094541736553,0,143334.28716826582,2026,63312,425460,126390.39315468428,US,0
2023-10-16,35590.728334872954,13734.751961023438,23685.32703586872,49498.517410336055,9199.814851772246,0.7036225892472016,95.30771796629809,1.0150331042955136,0,154033.9334924636,2136,66750,448560,131709.1395938734,US,0
2023-10-23,35552.02622678171,20272.82977223248,22999.75096288544,39764.002716466195,8138.757494245061,0.72036247362225,94.7707035131573,1.0224765833058005,0,157862.8166967053,2121,66281,445410,126727.36717261087,US,0
2023-10-30,43675.039862648744,17599.34395636508,23844.867423216587,48170.11040189531,8473.323858108566,0.7432507409072902,97.5021088058574,1.0138279850284513,0,164337.12387393307,2112,66000,443520,141762.6855022343,US,0
2023-11-06,28619.178561885547,18921.594029141062,21567.9591064927,53857.2184654077,5439.505659185456,0.7717223245792442,96.94364467573094,1.0096496099283578,1,173633.7085753965,2087,65219,438270,128405.45582211246,US,1
2023-11-13,46291.36741263386,23598.18291444163,26615.397182271092,42728.162200014376,8060.476185411025,0.8050338385511984,95.8348724406307,1.0057542251926903,0,183930.92966204975,2116,66125,444360,147293.58589477197,US,1
2023-11-20,44905.899021452045,23412.948991336478,27804.61624866165,47785.1983928289,5793.253965947566,0.8422636577836982,96.88668676471377,0.9960242722213097,0,190422.36737628205,2221,69406,466410,149701.91662022666,US,1
2023-11-27,38747.884985048906,27727.74515733066,26230.268897519498,39653.11479011804,9875.97279806885,0.8823234335736652,99.68728057611082,1.0031139864265617,1,196795.30980805348,2224,69500,467040,142234.98662808596,US,1
2023-12-04,44336.073661123715,23099.38143979725,34151.75013976839,44944.757654164874,9573.012861203697,0.9239845297070074,97.19142936972268,1.0023177976555204,0,202053.47574123417,2246,70188,471660,156104.97575605795,US,1
2023-12-11,43461.92401482791,22910.147715264917,21678.972346668437,53284.738713100975,11873.681161720373,0.9659211267069472,97.11474142277224,1.0107903249660348,0,209591.97368015314,2332,72875,489720,153209.4639515826,US,1
2023-12-18,48710.7136305445,24524.562916939754,34495.97472661285,54241.035359210546,8102.666235439996,1.0067694960408347,100.7551539213355,1.0084570261612442,0,222633.72640501757,2349,73406,493290,170074.95286874764,US,1
2023-12-25,56281.81024906019,28922.20124193817,31441.07029093578,69868.05999946642,11385.500246452828,1.0452004932623808,96.67925528819282,0.997391574583273,0,228975.28576883252,2438,76188,511980,197898.64202785338,US,1
2024-01-01,47424.5339471058,24230.11749490458,37454.20049955311,57196.62127977544,12374.172699765932,1.0800000000000003,97.47027367521162,1.005958887273587,0,229515.07477902342,2443,76344,513030,178679.64592110488,US,0
2024-01-08,58117.747982638975,27120.887455152337,43804.2259188445,50989.23528773629,8264.741512678276,1.1101501975257873,100.52691944253917,0.9985472173779356,0,241856.96776374042,2538,79312,532980,188296.83815705037,US,0
2024-01-15,60589.86729246941,25477.52304552624,35171.78577863799,68996.14283230969,17124.286121809648,1.1349034680636785,98.55173356086071,1.0098429498344315,0,256784.9876039925,2616,81750,549360,207359.605070753,US,0
2024-01-22,59526.50082756701,26293.299509143908,34553.676267403775,70302.13808725428,14830.306488552389,1.1538405930004287,95.81777962400851,1.0070162060043768,0,255417.83338725756,2627,82094,551670,205505.92117992137,US,0
2024-01-29,66170.21953466459,29463.91829981428,35840.32131004123,66853.58031149062,12269.219809395538,1.1669058297699773,97.54541078332,1.0018860813276167,0,250716.89897497854,2596,81125,545160,210597.2592654063,US,0
2024-02-05,55904.02059759189,41904.85558441109,43245.759887094646,63028.277445437285,18120.041644507124,1.174413348353141,95.65366999492483,0.9954696940353925,1,261480.58902393962,2730,85312,573300,222202.955159042,US,0
